check accents,Notes,replacement,author_id,author_name,canonical_key,extra,last_name,first_name,middle_name
,,,1512,"Kwark, Dou Hoon",NA,NA,Kwark,Dou,Hoon
,,,664,"Lai, J.",lai|j,NA,Lai,J,NA
,,,665,"Lamb, A P",lamb|a,NA,Lamb,A,P
,,,1628,"Lan, Tingting",NA,NA,Lan,Tingting,NA
,,,666,"Langenheim, V.",langenheim|v,NA,Langenheim,V,NA
,,,668,"Larison, Caleb",larison|c,NA,Larison,Caleb,NA
,,,669,"Larsen, I J",larsen|i,NA,Larsen,I,J
,,,671,"Laszlo, Ava",laszlo|a,NA,Laszlo,Ava,NA
1,"This is an accented a, no seeming duplicates",,672,"Laubertová, M.",laubertov|m,NA,Laubertová,M,NA
,,,1722,"Laurence, Stuart J.",NA,NA,Laurence,Stuart,J
1,"This is an accented e, no seeming duplicates",,673,"Lauzière, K.",lauzire|k,NA,Lauzière,K,NA
,,,1604,"Laville, Thomas",NA,NA,Laville,Thomas,NA
,,,1553,"Lavin, Matt",NA,NA,Lavin,Matt,NA
,,,674,"Lawley, C J M",lawley|c,NA,Lawley,C,J M
,,,676,"Leak, Alan",leak|a,NA,Leak,Alan,NA
,,,677,"Lebedeva, M I",lebedeva|m,NA,Lebedeva,M,I
,,,1579,"Lebel, Daniel",NA,NA,Lebel,Daniel,NA
,,,1658,"Lebit, Hermann",NA,NA,Lebit,Hermann,NA
,,,678,"Lederer, Graham W.",lederer|gw,NA,Lederer,Graham,W
,,,680,"Lee, Eungje",lee|e,NA,Lee,Eungje,NA
,,,681,"Leibowitz, S G",leibowitz|s,NA,Leibowitz,S,G
,,,1414,"Lesniewska, Alicja",NA,NA,Lesniewska,Alicja,NA
,,,682,"Lewis, R S",lewis|r,NA,Lewis,R,S
,,,698,"Li, Kuo",li|k,NA,Li,Kuo,NA
,,,1372,"Li, Li",NA,NA,Li,Li,NA
,,,699,"Li, M.",li|m,NA,Li,M,NA
,,,700,"Li, N.",li|n,NA,Li,N,NA
,,,701,"Li, Q.",li|q,NA,Li,Q,NA
,,,702,"Li, S.",li|s,NA,Li,S,NA
,,,1651,"Li, Xin",NA,NA,Li,Xin,NA
,,,1632,"Li, Xiya",NA,NA,Li,Xiya,NA
,,,703,"Li, Y.",li|y,NA,Li,Y,NA
,,,683,"Liang, C.",liang|c,NA,Liang,C,NA
,,,684,"Liimatainen, T.",liimatainen|t,NA,Liimatainen,T,NA
,,,688,"Lin, Fandel",lin|f,NA,Lin,Fandel,NA
,,,1731,"Lin, Kunqi",NA,NA,Lin,Kunqi,NA
,,,685,"Linden, Karl G.",linden|kg,NA,Linden,Karl,G
,,,1390,"Lindsey, Bruce D.",NA,NA,Lindsey,Bruce,D
,,,686,"Ling, X.",ling|x,NA,Ling,X,NA
,,,687,"Linnen, R L",linnen|r,NA,Linnen,R,L
,,,689,"Liquet, B.",liquet|b,NA,Liquet,B,NA
,,,690,"Lisitsin, V.",lisitsin|v,NA,Lisitsin,V,NA
,,,691,"Liu, B.",liu|b,NA,Liu,B,NA
,,,1386,"Liu, Donghui",NA,NA,Liu,Donghui,NA
,,,1368,"Liu, Dongna",NA,NA,Liu,Dongna,NA
,,,1626,"Liu, Jiaqi",NA,NA,Liu,Jiaqi,NA
,,,693,"Liu, Q.",liu|q,NA,Liu,Q,NA
,,,694,"Liu, W.",liu|w,NA,Liu,W,NA
,,,1371,"Liu, Xile",NA,NA,Liu,Xile,NA
,,,1366,"Liu, Xuefei",NA,NA,Liu,Xuefei,NA
,,,695,"Liu, Y.",liu|y,NA,Liu,Y,NA
,,,696,"Liu, Z.",liu|z,NA,Liu,Z,NA
,,,704,"Locmelis, M.",locmelis|m,NA,Locmelis,M,NA
,,,705,"Loferski, Patricia",loferski|p,NA,Loferski,Patricia,NA
,,,706,"Lollato, R.",lollato|r,NA,Lollato,R,NA
,,,1593,"Lopeman, Janice",NA,NA,Lopeman,Janice,NA
,,,707,"Lopez, Julian A.",lopez|ja,NA,Lopez,Julian,A
,,,708,"Losno, R.",losno|r,NA,Losno,R,NA
,,,709,"Lowers, H A",lowers|h,NA,Lowers,H,A
,,,710,"Lozano, Cristian David Gomez",lozano|cdg,Gomez,Lozano,Cristian,David
,,,719,"Lu, Y H",lu|y,NA,Lu,Y,H
,,,720,"Lu, Z.",lu|z,NA,Lu,Z,NA
,,,711,"Lucas, M.",lucas|m,NA,Lucas,M,NA
,,,712,"Luckie, T W",luckie|t,NA,Luckie,T,W
,,,714,"Lundine, M.",lundine|m,NA,Lundine,M,NA
,,,715,"Lundstrom, S C",lundstrom|s,NA,Lundstrom,S,C
,,,716,"Luo, D.",luo|d,NA,Luo,D,NA
,,,1515,"Luo, Shirui",NA,NA,Luo,Shirui,NA
,,,717,"Lupulescu, M V",lupulescu|m,NA,Lupulescu,M,V
,,,718,"Lutz, B M",lutz|b,NA,Lutz,B,M
,,,722,"Lynggaard, Josefine Reimer",lynggaard|jr,NA,Lynggaard,Josefine,Reimer
,,,767,"Ma, P J",ma|p,NA,Ma,P,J
,,,768,"Ma, Z J",ma|z,NA,Ma,Z,J
1,"This is three accented a, updated row without accents to replace with this author_id",,838,"Márkus, Ádám",mrkus|,NA,Márkus,Ádám,NA
1,"This is an accented u, no seeming duplicates",,805,"Müller, D.",mller|d,NA,Müller,D,NA
,,,723,"Mabee, S B",mabee|s,NA,Mabee,S,B
,,,724,"Macdonald, F A",macdonald|f,NA,Macdonald,F,A
,,,725,"Macfarlane, A.",macfarlane|a,NA,Macfarlane,A,NA
,,,726,"Macias, S G",macias|s,NA,Macias,S,G
,,,727,"Macknick, Jordan E.",macknick|je,NA,Macknick,Jordan,E
,,,728,"Macqueen, Patricia G.",macqueen|pg,NA,Macqueen,Patricia,G
,,,729,"MacRae, C M",macrae|c,NA,MacRae,C,M
,,,730,"Madronich, L.",madronich|l,NA,Madronich,L,NA
,,,731,"Magnin, B P",magnin|b,NA,Magnin,B,P
,,,1725,"Maity, Joydeep",NA,NA,Maity,Joydeep,NA
,,,1557,"Majumdar, Sayantan",NA,NA,Majumdar,Sayantan,NA
,Added space between A. M. and split it into first_name & middle_name,,1523,"Maksimova, A. M.",NA,NA,Maksimova,A,M
,,,732,"Malhotra, Mini",malhotra|m,NA,Malhotra,Mini,NA
,Added space between A. M. and split it into first_name & middle_name,,1522,"Malikova, O. I.",NA,NA,Malikova,O,I
,,,1524,"Malinconico, MaryAnn Love",NA,NA,Malinconico,MaryAnn,Love
,,,1727,"Mallick, Mousumi",NA,NA,Mallick,Mousumi,NA
,,,733,"Mamula, N.",mamula|n,NA,Mamula,N,NA
,,,734,"Mancheri, N.",mancheri|n,NA,Mancheri,N,NA
,,,735,"Manjong, N B",manjong|n,NA,Manjong,N,B
,,,1531,"Marchesini, Ivan",NA,NA,Marchesini,Ivan,NA
,,,737,"Marcinov, V.",marcinov|v,NA,Marcinov,V,NA
,,,738,"Margenot, A J",margenot|a,NA,Margenot,A,J
,,,1454,"Mark-Moser, M.",NA,NA,Mark-Moser,M,NA
,,838,1582,"Markus, Adam",NA,NA,Markus,Adam,NA
,,,1535,"Marmagas, Susan W.",NA,NA,Marmagas,Susan,W
,,,1578,"Marquis, Genevieve",NA,NA,Marquis,Genevieve,NA
,,,739,"Marscheider-Weidemann, Frank",marscheiderweidemann|f,NA,Marscheider-Weidemann,Frank,NA
,,,1379,"Marsh, Jeffrey H.",NA,NA,Marsh,Jeffrey,H
,,,740,"Marshak, S.",marshak|s,NA,Marshak,S,NA
,,,741,"Marshall, J M",marshall|j,NA,Marshall,J,M
,,,745,"Martin, L.",martin|l,NA,Martin,L,NA
,,,746,"Martin, Mickael",martin|m,NA,Martin,Mickael,NA
,,,747,"Martin, S L",martin|s,NA,Martin,S,L
,,,742,"Martinetti, L B",martinetti|l,NA,Martinetti,L,B
,,,743,"Martinez, D.",martinez|d,NA,Martinez,D,NA
,,,748,"Marvinney, R G",marvinney|r,NA,Marvinney,R,G
,,,749,"Masri, Ahmad",masri|a,NA,Masri,Ahmad,NA
,,,750,"Massawe, F A",massawe|f,NA,Massawe,F,A
,,,751,"Massey, M A",massey|m,NA,Massey,M,A
,,,752,"Mastalerz, M.",mastalerz|m,NA,Mastalerz,M,NA
,,,753,"Masterman, Steve S.",masterman|ss,NA,Masterman,Steve,S
,,,754,"Masterson, A.",masterson|a,NA,Masterson,A,NA
,,,756,"Mathew, J J",mathew|j,NA,Mathew,J,J
,,,755,"Mathews, J P",mathews|j,NA,Mathews,J,P
,,,758,"Mato, K.",mato|k,NA,Mato,K,NA
,,,757,"Matos, D R",matos|d,NA,Matos,D,R
,,,1530,"Matteo, Lucio Di",NA,NA,Matteo,Lucio,Di
,,,759,"Mattheus, C R",mattheus|c,NA,Mattheus,C,R
,,,760,"Matthews, W A",matthews|w,NA,Matthews,W,A
,,,761,"Mauk, Jeffrey L.",mauk|jl,NA,Mauk,Jeffrey,L
,,,763,"Maurer, B W",maurer|b,NA,Maurer,B,W
,,,1741,"May, Daniel",NA,NA,May,Daniel,NA
,,,766,"May, P.",may|p,NA,May,P,NA
,,,764,"Mayes, R.",mayes|r,NA,Mayes,R,NA
,,,765,"Mayyas, A.",mayyas|a,NA,Mayyas,A,NA
,,,770,"McCafferty, Anne E.",mccafferty|ae,NA,McCafferty,Anne,E
,,,771,"McCall, James",mccall|j,NA,McCall,James,NA
,,,772,"McCartin, T.",mccartin|t,NA,McCartin,T,NA
,,,1698,"McConnell, Joseph R.",NA,NA,McConnell,Joseph,R
,,,773,"McLauchlan, K K",mclauchlan|k,NA,McLauchlan,K,K
,,,774,"McLaughlin, P I",mclaughlin|p,NA,McLaughlin,P,I
,,,775,"McLaurin, B.",mclaurin|b,NA,McLaurin,B,NA
,,,776,"McLemore, Virginia T.",mclemore|vt,NA,McLemore,Virginia,T
,,,777,"McMahon, P B",mcmahon|p,NA,McMahon,P,B
,,,778,"McMillan, H K",mcmillan|h,NA,McMillan,H,K
,,,779,"McNew, E.",mcnew|e,NA,McNew,E,NA
,,,780,"McPhee, Darcy",mcphee|d,NA,McPhee,Darcy,NA
,,,782,"Meischner, Tim",meischner|t,NA,Meischner,Tim,NA
,,,784,"Melfos, V.",melfos|v,NA,Melfos,V,NA
,"Meant to be Schwan, Melissa R. Updated author_id 1690 and added code to drop this author_id",,1695,Melissa R.,NA,NA,Melissa,R,NA
,,1572,1404,"Meng, Shirley",NA,NA,Meng,Shirley,NA
,,,1572,"Meng, Ying Shirley",NA,NA,Meng,Ying,Shirley
,,,1571,"Mercer, Cameron M.",NA,NA,Mercer,Cameron,M
,Completed first name to check not a duplicate,,785,"Mercer, Celestine N",mercer|c,NA,Mercer,Celestine,N
,,,1382,"Merida, Walter",NA,NA,Merida,Walter,NA
,,,786,"Merriman, C W",merriman|c,NA,Merriman,C,W
,,,788,"Meszaros, Nicholas F.",meszaros|nf,NA,Meszaros,Nicholas,F
,,,789,"Meter, K J Van",meter|kv,Van,Meter,K,J
,,,790,"Methner, K.",methner|k,NA,Methner,K,NA
,,,1527,"Mevoli, Federica Angela",NA,NA,Mevoli,Federica,Angela
,,,792,"Meyer, S.",meyer|s,NA,Meyer,S,NA
,,,793,"Miara, Ariel",miara|a,NA,Miara,Ariel,NA
,,,1471,"Micklethwaite, Steven",NA,NA,Micklethwaite,Steven,NA
,,,1409,"Miehe, Robert",NA,NA,Miehe,Robert,NA
,,,795,"Milinovic, J.",milinovic|j,NA,Milinovic,J,NA
,,,796,"Miller, F W",miller|f,NA,Miller,F,W
,,,797,"Miller, Kaleisha D.",miller|kd,NA,Miller,Kaleisha,D
,,,798,"Miller, Mathew",miller|m,NA,Miller,Mathew,NA
,,,799,"Miller, Q R S",miller|q,NA,Miller,Q,R S
,,,1622,"Mills, Ryan D.",NA,NA,Mills,Ryan,D
,,,1473,"Mills, Stuart",NA,NA,Mills,Stuart,NA
,,,1591,"Milton, Alex",NA,NA,Milton,Alex,NA
,,,1520,"Mirchi, Ali",NA,NA,Mirchi,Ali,NA
,,,801,"Mitchell, C J",mitchell|c,NA,Mitchell,C,J
,,,802,"Mixon, R.",mixon|r,NA,Mixon,R,NA
,,,804,"Mlinar, M A",mlinar|m,NA,Mlinar,M,A
,,,807,"Moecher, D P",moecher|d,NA,Moecher,D,P
1,"This is two accented e, no seeming duplicates",,808,"Moeyaert, Jérémy",moeyaert|j,NA,Moeyaert,Jérémy,NA
,,,1402,"Mohamed, Abdullahi Ali",NA,NA,Mohamed,Abdullahi,Ali
,,,809,"Mohamed, G A",mohamed|g,NA,Mohamed,G,A
,,,811,"Mohr, M.",mohr|m,NA,Mohr,M,NA
,,,810,"Mohriak, W.",mohriak|w,NA,Mohriak,W,NA
,,,812,"Moidu, H.",moidu|h,NA,Moidu,H,NA
,,,813,"Mollenhauer, R.",mollenhauer|r,NA,Mollenhauer,R,NA
,,,814,"Molloy, J.",molloy|j,NA,Molloy,J,NA
1,"This is an accented a, no seeming duplicates",,815,"Molnár, F.",molnr|f,NA,Molnár,F,NA
,,,816,"Monecke, Thomas",monecke|t,NA,Monecke,Thomas,NA
,,,817,"Monroe, A.",monroe|a,NA,Monroe,A,NA
,,,1525,"Monte, Nunzia",NA,NA,Monte,Nunzia,NA
,,,818,"Monteiro, H S",monteiro|h,NA,Monteiro,H,S
,,,819,"Montross, S N",montross|s,NA,Montross,S,N
,,,820,"Moore, Jessica",moore|j,NA,Moore,Jessica,NA
,,,1710,"Moore, Joel",NA,NA,Moore,Joel,NA
,,,821,"Morbeck, Benjamin",morbeck|b,NA,Morbeck,Benjamin,NA
,,,822,"Moreland, K C",moreland|k,NA,Moreland,K,C
,,,823,"Morelli, L.",morelli|l,NA,Morelli,L,NA
,,,1708,"Morency, Michelle",NA,NA,Morency,Michelle,NA
,,,824,"Morgenthaler, J.",morgenthaler|j,NA,Morgenthaler,J,NA
,,,825,"Morin-Ka, S.",morinka|s,NA,Morin-Ka,S,NA
,,,828,"Morris, A B",morris|a,NA,Morris,A,B
,,,826,"Morrison, R R",morrison|r,NA,Morrison,R,R
,,,827,"Morrison, S M",morrison|s,NA,Morrison,S,M
,,,1470,"Morrissey, Laura",NA,NA,Morrissey,Laura,NA
,,,830,"Morrone, J.",morrone|j,NA,Morrone,J,NA
,,,831,"Mortensen, J K",mortensen|j,NA,Mortensen,J,K
,,,832,"Moschetti, M P",moschetti|m,NA,Moschetti,M,P
,,,1440,"Moser, Katrina",NA,NA,Moser,Katrina,NA
,,,833,"Moshrefzadeh, J.",moshrefzadeh|j,NA,Moshrefzadeh,J,NA
,,,834,"Moumani, Khaled Ali",moumani|ka,NA,Moumani,Khaled,Ali
,,,835,"Mouser, J B",mouser|j,NA,Mouser,J,B
,,,837,"Moye, C D",moye|c,NA,Moye,C,D
,,,836,"Moyer, B A",moyer|b,NA,Moyer,B,A
,,,841,"Mudd, D.",mudd|d,NA,Mudd,D,NA
,,,842,"Mudd, G M",mudd|g,NA,Mudd,G,M
,,,843,"Muhanga, M I",muhanga|m,NA,Muhanga,M,I
,,,844,"Mukherjee, A.",mukherjee|a,NA,Mukherjee,A,NA
,,,845,"Muller, Izzy P.",muller|ip,NA,Muller,Izzy,P
,,,1573,"Munk, L. A.",NA,NA,Munk,L,A
,,,847,"Murchland, M A",murchland|m,NA,Murchland,M,A
,,,849,"Murphy, S F",murphy|s,NA,Murphy,S,F
,,,850,"Murtiana, Sri",murtiana|s,NA,Murtiana,Sri,NA
,,,851,"Murton, B J",murton|b,NA,Murton,B,J
,,,852,"Musho, T.",musho|t,NA,Musho,T,NA
,,,853,"Musoma, B M",musoma|b,NA,Musoma,B,M
,,,854,"Musselman, K N",musselman|k,NA,Musselman,K,N
,,,855,"Muthoosamy, K.",muthoosamy|k,NA,Muthoosamy,K,NA
,,,856,"Myles, C C",myles|c,NA,Myles,C,C
,,,857,"Naemi, A.",naemi|a,NA,Naemi,A,NA
,,,859,"Naibert, Travis J.",naibert|tj,NA,Naibert,Travis,J
,,,860,"Nanus, L.",nanus|l,NA,Nanus,L,NA
,,,1327,"Nassar, Nedal T.",NA,NA,Nassar,Nedal,T
,,,861,"Natkaniec-Nowak, L.",natkaniecnowak|l,NA,Natkaniec-Nowak,L,NA
,,,1392,"Neethling, S. J.",NA,NA,Neethling,S,J
,,,863,"Neves, Miguel",neves|m,NA,Neves,Miguel,NA
,,,864,"Newberry, Rainer J.",newberry|rj,NA,Newberry,Rainer,J
,,,1463,"Newman, Alexander",NA,NA,Newman,Alexander,NA
,,,865,"Newman, C.",newman|c,NA,Newman,C,NA
,,,866,"Nguyen, L H B",nguyen|l,NA,Nguyen,L,H B
,,,867,"Nguyen, N.",nguyen|n,NA,Nguyen,N,NA
,,,868,"Nibourel, L.",nibourel|l,NA,Nibourel,L,NA
,,,869,"Nicholas, Joseph R.",nicholas|jr,NA,Nicholas,Joseph,R
,,,870,"Nielsen, M G",nielsen|m,NA,Nielsen,M,G
,,,871,"Nielsen, Scott E.",nielsen|se,NA,Nielsen,Scott,E
,,,872,"Nielson, D.",nielson|d,NA,Nielson,D,NA
,,,874,"Niemiller, M L",niemiller|m,NA,Niemiller,M,L
,,,1584,"Ningen, Sara Van",NA,NA,Ningen,Sara,Van
,,,876,"Niri, A. Jannesar",niri|aj,NA,Niri,A,Jannesar
,,,877,"Nixon, K.",nixon|k,NA,Nixon,K,NA
,,,878,"Noble, A.",noble|a,NA,Noble,A,NA
,,,883,"Nwaila, G T",nwaila|g,NA,Nwaila,G,T
,,,884,"Nyanda, S S",nyanda|s,NA,Nyanda,S,S
,,,1441,"Nydick, Koren",NA,NA,Nydick,Koren,NA
,,,885,"Nygaard, A.",nygaard|a,NA,Nygaard,A,NA
,,,886,"Obedzinski, M.",obedzinski|m,NA,Obedzinski,M,NA
,,,887,"Ochonma, P.",ochonma|p,NA,Ochonma,P,NA
,,,888,"Okonkwo, Emenike George",okonkwo|eg,NA,Okonkwo,Emenike,George
,,,1662,"Oktavianus, Ignasius Dwi",NA,NA,Oktavianus,Ignasius,Dwi
,,,889,"Okuno, Hanako",okuno|h,NA,Okuno,Hanako,NA
,,,1442,"Oleksy, Isabella",NA,NA,Oleksy,Isabella,NA
,,,890,"Olivero, A P",olivero|a,NA,Olivero,A,P
,,,891,"Olivetti, E.",olivetti|e,NA,Olivetti,E,NA
,,,1607,"Olivier, Nicolas",NA,NA,Olivier,Nicolas,NA
,,,1721,"Olson, Bernard A.",NA,NA,Olson,Bernard,A
,,,1668,"Olson, Julie B.",NA,NA,Olson,Julie,B
,,,894,"Ootes, L.",ootes|l,NA,Ootes,L,NA
,,,1416,"Oprins, Herman",NA,NA,Oprins,Herman,NA
1,"This is an accented a and an accented c, no seeming duplicates",,896,"Oráč, D.",or|d,NA,Oráč,D,NA
,,,895,"Orovan, E A",orovan|e,NA,Orovan,E,A
,,,899,"Owen, Evan J.",owen|ej,NA,Owen,Evan,J
,,,1563,"Palosaari, Jenny",NA,NA,Palosaari,Jenny,NA
,,,903,"Pan, F.",pan|f,NA,Pan,F,NA
,,,904,"Pan, X.",pan|x,NA,Pan,X,NA
,,,905,"Pan, Y.",pan|y,NA,Pan,Y,NA
,,,901,"Pandey, A.",pandey|a,NA,Pandey,A,NA
,,,902,"Pandey, R.",pandey|r,NA,Pandey,R,NA
,,,906,"Papadopoulou, L.",papadopoulou|l,NA,Papadopoulou,L,NA
,,,907,"Pape, Y. Le",pape|yl,NA,Pape,Y,Le
,,,908,"Parab, S.",parab|s,NA,Parab,S,NA
,,,909,"Paradis, S.",paradis|s,NA,Paradis,S,NA
,,,1574,"Paranthaman, M. Parans",NA,NA,Paranthaman,M,Parans
,,,913,"Park, Jehee",park|j,NA,Park,Jehee,NA
,This is just a different anglicized spelling of the same Korean name Junhyeok,1634,1685,"Park, Joon-hyuk",NA,NA,Park,Joon-hyuk,NA
,,,1634,"Park, Junhyeok",NA,NA,Park,Junhyeok,NA
,,1634,1681,"Park, Junhyeok",NA,NA,Park,Junhyeok,NA
,,,1423,"Park, Seongho",NA,NA,Park,Seongho,NA
,Completed first name to check not a duplicate,,914,"Park, Sulgiye",park|s,NA,Park,Sulgiye,NA
,,,910,"Parker, S S",parker|s,NA,Parker,S,S
,,,911,"Parkhurst, Laura",parkhurst|l,NA,Parkhurst,Laura,NA
,,,912,"Parks, H.",parks|h,NA,Parks,H,NA
,,,915,"Parnell, J.",parnell|j,NA,Parnell,J,NA
,,,1363,"Parsa, Mohammad",NA,NA,Parsa,Mohammad,NA
,,,1388,"Pashin, Jack C.",NA,NA,Pashin,Jack,C
,,,1380,"Patlolla, Shashank Reddy",NA,NA,Patlolla,Shashank,Reddy
,,,1506,"Paudyal, Kabi Raj",NA,NA,Paudyal,Kabi,Raj
,,,916,"Paukert, C.",paukert|c,NA,Paukert,C,NA
,,,1550,"Paul, A.",NA,NA,Paul,A,NA
,,,917,"Pearce, M A",pearce|m,NA,Pearce,M,A
,,,919,"Pecha, M E",pecha|m,NA,Pecha,M,E
,,,1415,"Pedreira, Olalla Varela",NA,NA,Pedreira,Olalla,Varela
,,,920,"Peduzzi, Pascal",peduzzi|p,NA,Peduzzi,Pascal,NA
,,,921,"Penaloza, I.",penaloza|i,NA,Penaloza,I,NA
,,,922,"Peng, Zhigang",peng|z,NA,Peng,Zhigang,NA
,,,923,"Pensky, J.",pensky|j,NA,Pensky,J,NA
,,,924,"Perdikou, S.",perdikou|s,NA,Perdikou,S,NA
,,,1508,"Perrier, Frederic",NA,NA,Perrier,Frederic,NA
,,,930,"Peter, J.",peter|j,NA,Peter,J,NA
,,,925,"Peterman, D.",peterman|d,NA,Peterman,D,NA
,,,929,"Peters, S E",peters|s,NA,Peters,S,E
,,,927,"Petersen, Sven",petersen|s,NA,Petersen,Sven,NA
,,,928,"Peterson, Dean M.",peterson|dm,NA,Peterson,Dean,M
,,,931,"Pettersson, M.",pettersson|m,NA,Pettersson,M,NA
,,,932,"Pfaff, K.",pfaff|k,NA,Pfaff,K,NA
,,,933,"Pfau, J C",pfau|j,NA,Pfau,J,C
,,,934,"Pfennig, Andreas",pfennig|a,NA,Pfennig,Andreas,NA
,Nothing to replace it with so added script to filter it out,,935,PhD,phd|,NA,PhD,NA,NA
,,,937,"Phillips, G.",phillips|g,NA,Phillips,G,NA
,,,938,"Phillips, Jan-Claire",phillips|j,NA,Phillips,Jan-Claire,NA
,,,1378,"Pianowski, Laura S.",NA,NA,Pianowski,Laura,S
,,,1654,"Pietrak, Justyna",NA,NA,Pietrak,Justyna,NA
,,,940,"Pilote, J.",pilote|j,NA,Pilote,J,NA
,,,941,"Pineault, David George",pineault|dg,NA,Pineault,David,George
,,,1468,"Pinter, Zsanett",NA,NA,Pinter,Zsanett,NA
,,,1700,"Piroskova, Jana",NA,NA,Piroskova,Jana,NA
,,,1495,"Pishvaie, S.M.R.",NA,NA,Pishvaie,SMR,NA
,,,942,"Pitcairn, I.",pitcairn|i,NA,Pitcairn,I,NA
,,,1481,"Planavsky, Noah J.",NA,NA,Planavsky,Noah,J
,,,1575,"Plouffe, Alain",NA,NA,Plouffe,Alain,NA
,,,943,"Poelzer, G A",poelzer|g,NA,Poelzer,G,A
,,,944,"Pokharel, A.",pokharel|a,NA,Pokharel,A,NA
,,,945,"Polzin, B J",polzin|b,NA,Polzin,B,J
,,,946,"Pompeani, D P",pompeani|d,NA,Pompeani,D,P
,,,947,"Ponce, D.",ponce|d,NA,Ponce,D,NA
,,,948,"Popovs, I.",popovs|i,NA,Popovs,I,NA
,,,949,"Porritt, R W",porritt|r,NA,Porritt,R,W
,,,1718,"Pothos, Ioannis",NA,NA,Pothos,Ioannis,NA
,,,1576,"Potter, Eric",NA,NA,Potter,Eric,NA
,,,1425,"Pourtois, Geoffrey",NA,NA,Pourtois,Geoffrey,NA
,,,950,"Powell, R.",powell|r,NA,Powell,R,NA
,,,951,"Pownceby, M.",pownceby|m,NA,Pownceby,M,NA
,,,952,"Prabhu, A.",prabhu|a,NA,Prabhu,A,NA
,,,953,Pradip,pradip|,NA,Pradip,NA,NA
,,,1485,"Pramanik, Biplob Kumar",NA,NA,Pramanik,Biplob,Kumar
,,,954,"Pratt, T. L.",pratt|tl,NA,Pratt,T,L
,,,955,"Precker, C E",precker|c,NA,Precker,C,E
,,,956,"Preet, S.",preet|s,NA,Preet,S,NA
,,,1396,"Premasiri, H. M. R.",NA,NA,Premasiri,H,M R
,,,1743,"Pritchard, Matt",NA,NA,Pritchard,Matt,NA
,,,958,"Puente, P.",puente|p,NA,Puente,P,NA
,,,960,"Pusarapu, V.",pusarapu|v,NA,Pusarapu,V,NA
,,,961,"Qasemipour, E.",qasemipour|e,NA,Qasemipour,E,NA
,,,962,"Qin, J.",qin|j,NA,Qin,J,NA
,,,963,"Qin, R.",qin|r,NA,Qin,R,NA
,,,964,"Qiu, L W",qiu|l,NA,Qiu,L,W
,,,966,"Quan, Ying",quan|y,NA,Quan,Ying,NA
,,,967,"Quinn, D P",quinn|d,NA,Quinn,D,P
,,,968,"Raffae, M.",raffae|m,NA,Raffae,M,NA
,,,1716,"Raffensperger, Jeff P.",NA,NA,Raffensperger,Jeff,P
,,,1421,"Ragnarsson, Lars-Ake",NA,NA,Ragnarsson,Lars-Ake,NA
,,,973,"Ram, R.",ram|r,NA,Ram,R,NA
,,,969,"Ramon-Duenas, Carolina",ramonduenas|c,NA,Ramon-Duenas,Carolina,NA
,,,971,"Ramos, E J",ramos|e,NA,Ramos,E,J
,,,972,"Ramsey, P Q",ramsey|p,NA,Ramsey,P,Q
,,,974,"Rangarajan, S. S.",rangarajan|ss,NA,Rangarajan,S,S
,,,975,"Rao, S.",rao|s,NA,Rao,S,NA
,,,1393,"Ratnayake, N. P.",NA,NA,Ratnayake,N,P
,,,976,"Rau, Benjamin",rau|b,NA,Rau,Benjamin,NA
,,,977,"Ravandi, Z K",ravandi|z,NA,Ravandi,Z,K
,,,978,"Raymond, O.",raymond|o,NA,Raymond,O,NA
,,,980,"Realff, M.",realff|m,NA,Realff,M,NA
,,,981,"Reddy, J E",reddy|j,NA,Reddy,J,E
,,,982,"Reddy, Sreedhar",reddy|s,NA,Reddy,Sreedhar,NA
,,,983,"Reed, C C",reed|c,NA,Reed,C,C
,,,984,"Reershemius, T.",reershemius|t,NA,Reershemius,T,NA
,,,985,"Regan, A.",regan|a,NA,Regan,A,NA
,,,986,"Regan, Sean P.",regan|sp,NA,Regan,Sean,P
,,,1475,"Reich, Martin",NA,NA,Reich,Martin,NA
,,,1529,"Reichenbach, Paola",NA,NA,Reichenbach,Paola,NA
,,,987,"Reijm, C R",reijm|c,NA,Reijm,C,R
,,,1480,"Reinhard, Christopher T.",NA,NA,Reinhard,Christopher,T
,,,988,"Rekabdarkolaee, H M",rekabdarkolaee|h,NA,Rekabdarkolaee,H,M
,,,989,"Remondino, F.",remondino|f,NA,Remondino,F,NA
,,,990,"Respess, Zachary M.",respess|zm,NA,Respess,Zachary,M
1,"This is an accented n and an accented i, no seeming duplicates",,991,"Riaño, Sofía",riano|s,NA,Riaño,Sofía,NA
,,,992,"Richardson, Carson A.",richardson|ca,NA,Richardson,Carson,A
,,,993,"Riddell, Jill L.",riddell|jl,NA,Riddell,Jill,L
,,,1504,"Rigaudier, Thomas",NA,NA,Rigaudier,Thomas,NA
,,,994,"Rishanty, Arnita",rishanty|a,NA,Rishanty,Arnita,NA
,,,995,"Roberge, J.",roberge|j,NA,Roberge,J,NA
,,,999,"Robinson, G.R., Jr",robinson|gj,NA,Robinson,GR,Jr
,,,1000,"Rodgers, K.",rodgers|k,NA,Rodgers,K,NA
,,,1001,"Rodrigues, F J L",rodrigues|f,NA,Rodrigues,F,J L
,,,1003,"Roe, W.",roe|w,NA,Roe,W,NA
,,,1002,"Roesch, Ariane",roesch|a,NA,Roesch,Ariane,NA
