check accents,Notes,replacement,author_id,author_name,canonical_key,extra,last_name,first_name,middle_name
,,,324,"Elliott, W C",elliott|w,NA,Elliott,W,C
,,,325,"Ellis, G S",ellis|g,NA,Ellis,G,S
,"Fixed to be last, first jr",,593,"Ellis, J O Jr",jr|je,Jr,Ellis,J,O
,,,1376,"Ellison, Eric T.",NA,NA,Ellison,Eric,T
,,,328,"Emsbo, Poul",emsbo|p,NA,Emsbo,Poul,NA
,,,329,"Enkelmann, E.",enkelmann|e,NA,Enkelmann,E,NA
,,,330,"Ennaciri, Y.",ennaciri|y,NA,Ennaciri,Y,NA
1,"This is an accented a and an accented o, updated name without accents to be replaced by this author_id",,332,"Erdey, László",erdey|l,NA,Erdey,László,NA
,,332,1581,"Erdey, Laszlo",NA,NA,Erdey,Laszlo,NA
,,,333,"Erickson, M L",erickson|m,NA,Erickson,M,L
,,,335,"Ernst, R E",ernst|r,NA,Ernst,R,E
,,,336,"Erradi, E M",erradi|e,NA,Erradi,E,M
,,,337,"Ertons, Melanie L.",ertons|ml,NA,Ertons,Melanie,L
,,,1606,"Escarguel, Gilles",NA,NA,Escarguel,Gilles,NA
,,,338,"Espinoza, Luis A. Tercero",espinoza|lat,Tercero ,Espinoza,Luis,A
,,,339,"Essehli, R.",essehli|r,NA,Essehli,R,NA
,,,341,"Etschmann, B.",etschmann|b,NA,Etschmann,B,NA
,,,342,"Ettensohn, F R",ettensohn|f,NA,Ettensohn,F,R
,,,343,"Eurich, A.",eurich|a,NA,Eurich,A,NA
,,,344,"Evans, Anna",evans|a,NA,Evans,Anna,NA
,,,345,"Evans, B R",evans|b,NA,Evans,B,R
,,,346,"Ewing, R.",ewing|r,NA,Ewing,R,NA
,,,347,"Eyster, A.",eyster|a,NA,Eyster,A,NA
,,,349,"Fame, M L",fame|m,NA,Fame,M,L
,,,1707,"Fanelli, Rosemary M.",NA,NA,Fanelli,Rosemary,M
,,,1688,"Fang, Daren",NA,NA,Fang,Daren,NA
,,,1641,"Fang, Zongtang",NA,NA,Fang,Zongtang,NA
,,,1605,"Fara, Emmanuel",NA,NA,Fara,Emmanuel,NA
,,,1624,"Farmer, G. Lang",NA,NA,Farmer,G,Lang
,,,350,"Farrar, A.",farrar|a,NA,Farrar,A,NA
,,,351,"Faruk, M U",faruk|m,NA,Faruk,M,U
,,,1580,"Faulkner, Mindy",NA,NA,Faulkner,Mindy,NA
,,,352,"Favaro, F.",favaro|f,NA,Favaro,F,NA
,,,353,"Favero, A.",favero|a,NA,Favero,A,NA
,,,354,"Felch, M M",felch|m,NA,Felch,M,M
,,,355,"Feng, L.",feng|l,NA,Feng,L,NA
,,,356,"Fenyves, Veronika",fenyves|v,NA,Fenyves,Veronika,NA
,,223,357,"Ferguson, C L",ferguson|c,NA,Ferguson,C,L
,"Fixed to be last, first (completed first name)",,223,"Ferguson, Christina L.",cl|f,NA,Ferguson,Christina,L
,,,358,"Ferrer, Mateus Meneghetti",ferrer|mm,NA,Ferrer,Mateus,Meneghetti
,,,359,"Fessenden, Serena N.",fessenden|sn,NA,Fessenden,Serena,N
,,,360,"Fewell, J S",fewell|j,NA,Fewell,J,S
,Fixed out of uppercase,,361,"Figueroa, Rodrigo T.",figueroa|rt,NA,FIGUEROA,RODRIGO,T
,,,362,"Fikru, M G",fikru|m,NA,Fikru,M,G
,,,363,"Finn, C A",finn|c,NA,Finn,C,A
,,,364,"Fisher, B N",fisher|b,NA,Fisher,B,N
,,,365,"Fisher, R N",fisher|r,NA,Fisher,R,N
,,,366,"Fisher, S R",fisher|s,NA,Fisher,S,R
,,,367,"Fitzgerald, Paul G.",fitzgerald|pg,NA,Fitzgerald,Paul,G
,,,368,"Fleischer, N A",fleischer|n,NA,Fleischer,N,A
,,,1418,"Fleischmann, Claudia",NA,NA,Fleischmann,Claudia,NA
,,,1709,"Fleming, Brandon J.",NA,NA,Fleming,Brandon,J
,,,369,"Fleming, S.",fleming|s,NA,Fleming,S,NA
,,,370,"Flores, P.",flores|p,NA,Flores,P,NA
,,,371,"Flowers, R M",flowers|r,NA,Flowers,R,M
,,,372,"Foley, N.",foley|n,NA,Foley,N,NA
,,,373,"Folsom, M.",folsom|m,NA,Folsom,M,NA
,,,1364,"Ford, Arianne",NA,NA,Ford,Arianne,NA
,,,374,"Forte, A M",forte|a,NA,Forte,A,M
,,,375,"Fortier, Steven M.",fortier|sm,NA,Fortier,Steven,M
,,,377,"Fox, Katherine",fox|k,NA,Fox,Katherine,NA
,,,378,"Fox, S J",fox|s,NA,Fox,S,J
,,,379,"Fox, Thomas R.",fox|tr,NA,Fox,Thomas,R
,,,1500,"France-Lanord, Christian",NA,NA,France-Lanord,Christian,NA
,,,1621,"Frazer, Ryan E.",NA,NA,Frazer,Ryan,E
,,,380,"Freed, D E",freed|d,NA,Freed,D,E
,,,381,"Freeman, P.",freeman|p,NA,Freeman,P,NA
,,,1568,"Frenzel, Max",NA,NA,Frenzel,Max,NA
,,,382,"Frost, Dan",frost|d,NA,Frost,Dan,NA
,,,384,"Frus, R.",frus|r,NA,Frus,R,NA
,,,1560,"Fuelling, Lauren J.",NA,NA,Fuelling,Lauren,J
,,,1617,"Fule, Peter Z.",NA,NA,Fule,Peter,Z
,,,1733,"Fulton, Patrick M.",NA,NA,Fulton,Patrick,M
,,,1644,"Fushimi, Rebecca R.",NA,NA,Fushimi,Rebecca,R
1,"This is an accented u and an accented s, no seeming duplicates",,442,"Gürsoy, Yaşar Hakan",grsoy|yh,NA,Gürsoy,Yaşar,Hakan
1,"This is an accented u, no seeming duplicates",,443,"Gürsu, Semih",grsu|s,NA,Gürsu,Semih,NA
,,,388,"Gadd, M G",gadd|m,NA,Gadd,M,G
,,,1451,"Gadikota, Greeshma",NA,NA,Gadikota,Greeshma,NA
,,,389,"Gale, M H",gale|m,NA,Gale,M,H
,,,1490,"Galfetti, Thomas",NA,NA,Galfetti,Thomas,NA
,,,1549,"Gallardo, J.M.",NA,NA,Gallardo,JM,NA
,,,390,"Gallen, S F",gallen|s,NA,Gallen,S,F
,,,392,"Gantait, A.",gantait|a,NA,Gantait,A,NA
,,,1435,"Ganz, Taylor",NA,NA,Ganz,Taylor,NA
,Completed first name to clarify it isn't a duplicate,,393,"Gao, Jinghan",gao|j,NA,Gao,Jinghan,NA
,,,1407,"Gao, Jungang",NA,NA,Gao,Jungang,NA
,,,1385,"Gao, Xiangyun",NA,NA,Gao,Xiangyun,NA
,,,1646,"Garcia, Erika L.",NA,NA,Garcia,Erika,L
,,,1540,"Garcia, Jordan Sleyter Santa Cruz",NA,NA,Garcia,Jordan,Sleyter Santa Cruz
,,,394,"Garcia, Juan",garcia|j,NA,Garcia,Juan,NA
,,,395,"Gardner, James E.",gardner|je,NA,Gardner,James,E
,,,396,"Gardner, W P",gardner|w,NA,Gardner,W,P
,,,397,"Garg, R D",garg|r,NA,Garg,R,D
,,,398,"Garg, S.",garg|s,NA,Garg,S,NA
,,,399,"Gaschnig, R.",gaschnig|r,NA,Gaschnig,R,NA
,,,400,"Gaucher, Eric C.",gaucher|ec,NA,Gaucher,Eric,C
,,,401,"Gautham, B. P.",gautham|bp,NA,Gautham,B,P
,,,402,"Gavel, Michelle M.",gavel|mm,NA,Gavel,Michelle,M
,,,403,"Gaydardzhiev, Stoyan",gaydardzhiev|s,NA,Gaydardzhiev,Stoyan,NA
,,,404,"Gaynor, Sean P.",gaynor|sp,NA,Gaynor,Sean,P
,,,1625,"Ge, Jianping",NA,NA,Ge,Jianping,NA
,,,405,"Gelman, S E",gelman|s,NA,Gelman,S,E
,,,406,"Gentilcore, D M",gentilcore|d,NA,Gentilcore,D,M
,,,407,"Georgi, J.",georgi|j,NA,Georgi,J,NA
,,,408,"Gerven, Tom Van",gerven|tv,NA,Gerven,Tom,Van
,,,409,"Getch, J.",getch|j,NA,Getch,J,NA
,,,410,"Geyin, M.",geyin|m,NA,Geyin,M,NA
,,,411,"Ghere, C.",ghere|c,NA,Ghere,C,NA
1,"This is an accented c, no seeming duplicates",,412,"Ghienne, Jean-François",ghienne|j,NA,Ghienne,Jean-François,NA
,,,413,"Ghorbani, Y.",ghorbani|y,NA,Ghorbani,Y,NA
,,,414,"Ghosh, S.",ghosh|s,NA,Ghosh,S,NA
,,,415,"Giarrusso, A.",giarrusso|a,NA,Giarrusso,A,NA
,,,416,"Gibson, C.",gibson|c,NA,Gibson,C,NA
,,,417,"Gilmer, A K",gilmer|a,NA,Gilmer,A,K
,,,418,"Gim, Jihyeon",gim|j,NA,Gim,Jihyeon,NA
,,,419,"Girault, F.",girault|f,NA,Girault,F,NA
,,,420,"Gity, Farzan",gity|f,NA,Gity,Farzan,NA
,,,1691,"Gleason, Kelly E.",NA,NA,Gleason,Kelly,E
,,,421,"Glen, Jonathan M G",glen|jm,NA,Glen,Jonathan,M G
,,,422,"Gnann, S J",gnann|s,NA,Gnann,S,J
,,,1552,"Goeking, Sara A",NA,NA,Goeking,Sara,A
,,,423,"Gohlke, Julia M.",gohlke|jm,NA,Gohlke,Julia,M
,,,424,"Goldberg, S L",goldberg|s,NA,Goldberg,S,L
,Moved 'Costa' from middle name to 'extra',,1564,"Gomes, Diego Guilherme Costa",NA,Costa,Gomes,Diego,Guilherme
,Moved 'De Sousa' from middle name to 'extra',,1536,"Gomes, Jailane De Sousa",,De Sousa,Gomes,Jailane,NA
1,"This is an accented c, no seeming duplicates",,425,"Gonçalves, A N",gonalves|a,NA,Gonçalves,A,N
,,,426,"Gond, R.",gond|r,NA,Gond,R,NA
,,,1412,"Gonzalez, Susana Garcia",NA,NA,Gonzalez,Susana,Garcia
,,,427,"Gonzalez-Alvarez, I.",gonzalezalvarez|i,NA,Gonzalez-Alvarez,I,NA
,,,1713,"Goodling, Phillip J.",NA,NA,Goodling,Phillip,J
,,,428,"Gootman, K S",gootman|k,NA,Gootman,K,S
,,,1608,"Goudemand, Nicolas",NA,NA,Goudemand,Nicolas,NA
,,,1521,"Gowda, Prasanna H.",NA,NA,Gowda,Prasanna,H
,,,430,"Graedel, T.",graedel|t,NA,Graedel,T,NA
,,,431,"Graf, Roberta",graf|r,NA,Graf,Roberta,NA
,,,432,"Graham, Garth E.",graham|ge,NA,Graham,Garth,E
,,,1645,"Graham, Matthew R.",NA,NA,Graham,Matthew,R
,,,433,"Granitto, M.",granitto|m,NA,Granitto,M,NA
,,,434,"Grauch, V. J. S.",grauch|vjs,NA,Grauch,V,J S
,,,435,"Graybeal, F.",graybeal|f,NA,Graybeal,F,NA
,,,436,"Graymer, R.",graymer|r,NA,Graymer,R,NA
,,,437,"Grazioli, S.",grazioli|s,NA,Grazioli,S,NA
,,,439,"Grigg, J.",grigg|j,NA,Grigg,J,NA
,,,1501,"Groppo, Chiara",NA,NA,Groppo,Chiara,NA
,,,1362,"Gross, Juliane",NA,NA,Gross,Juliane,NA
,,,440,"Grover, Henry",grover|h,NA,Grover,Henry,NA
,,,441,"Groves, D I",groves|d,NA,Groves,D,I
,,,1730,"Guo, Qing",NA,NA,Guo,Qing,NA
,Fixed out of upper case,,1544,"Guo, Yongmei",NA,NA,GUO,Yongmei,NA
,,,1496,"Gupta, Tushar",NA,NA,Gupta,Tushar,NA
,,,444,"Gustafson, J O",gustafson|j,NA,Gustafson,J,O
,,,1693,"Gustin, Mae Sexauer",NA,NA,Gustin,Mae,Sexauer
,,,446,"Guzmics, Tibor",guzmics|t,NA,Guzmics,Tibor,NA
,,,447,"Gyawu, E.",gyawu|e,NA,Gyawu,E,NA
,,,448,"Gysi, Alexander P.",gysi|ap,NA,Gysi,Alexander,P
,,,449,"Habib, K.",habib|k,NA,Habib,K,NA
,,,450,"Haeussler, P J",haeussler|p,NA,Haeussler,P,J
,,,451,"Hakim, A Y A",hakim|a,NA,Hakim,A,Y A
,,,452,"Hale, K E",hale|k,NA,Hale,K,E
,,,453,"Hale, T N",hale|t,NA,Hale,T,N
,,,454,"Hall, S.",hall|s,NA,Hall,S,NA
,,,1602,"Hallock, Pamela",NA,NA,Hallock,Pamela,NA
,,,455,"Hamed, Y.",hamed|y,NA,Hamed,Y,NA
,,,1670,"Hamedani, Saleheh A. Nabavi",NA,NA,Hamedani,Saleheh,A Nabavi
,,,456,"Hamisi, J.",hamisi|j,NA,Hamisi,J,NA
,,,458,"Hammarstrom, Jane M.",hammarstrom|jm,NA,Hammarstrom,Jane,M
,,,459,"Hammond, J C",hammond|j,NA,Hammond,J,C
,,,464,"Han, Jinhyup",han|j,NA,Han,Jinhyup,NA
,,,465,"Han, T.",han|t,NA,Han,T,NA
,,,460,"Haneberg, W C",haneberg|w,NA,Haneberg,W,C
1,"This is an accented o, no seeming duplicates",,461,"Hanghøj, K.",hanghj|k,NA,Hanghøj,K,NA
,,,462,"Hanna, Heather",hanna|h,NA,Hanna,Heather,NA
,,,463,"Hannington, Mark D.",hannington|md,NA,Hannington,Mark,D
,,,1483,"Haque, Nawshad",NA,NA,Haque,Nawshad,NA
,,,1711,"Hardesty, Deanna",NA,NA,Hardesty,Deanna,NA
,,,467,"Hardman, Alice",hardman|a,NA,Hardman,Alice,NA
,,,468,"Harpold, A.",harpold|a,NA,Harpold,A,NA
,,,469,"Harrison, H N",harrison|h,NA,Harrison,H,N
,,,470,"Harrison, J.",harrison|j,NA,Harrison,J,NA
,,,471,"Hartings, M R",hartings|m,NA,Hartings,M,R
,,,473,"Hartzell, S.",hartzell|s,NA,Hartzell,S,NA
,,,474,"Harvey, David A.",harvey|da,NA,Harvey,David,A
,"Fixed to be last,first",,1478,"Hassan-Beck, Haitem",NA,NA,Hassan-Beck,Haitem,NA
,,,475,"Hauchecorne, Pauline",hauchecorne|p,NA,Hauchecorne,Pauline,NA
,,,1612,"Hautmann, Michael",NA,NA,Hautmann,Michael,NA
,,,1734,"Hawkins, Adam J.",NA,NA,Hawkins,Adam,J
,,,1354,"Hawkins, Steph",NA,NA,Hawkins,Steph,NA
,,,477,"Hawksley, C.",hawksley|c,NA,Hawksley,C,NA
,,,479,"Hazen, R M",hazen|r,NA,Hazen,R,M
,,,1726,"Hazra, Biplab",NA,NA,Hazra,Biplab,NA
,,,1436,"Heard, Andi",NA,NA,Heard,Andi,NA
,,,481,"Hearon, J S",hearon|j,NA,Hearon,J,S
,,,482,"Heck, Richard J.",heck|rj,NA,Heck,Richard,J
,,,484,"Hede, A N H",hede|a,NA,Hede,A,N H
,,,485,"Hedrick, G.",hedrick|g,NA,Hedrick,G,NA
,,,486,"Hegeman, P.",hegeman|p,NA,Hegeman,P,NA
,,,488,"Heitmuller, F T",heitmuller|f,NA,Heitmuller,F,T
,,,489,"Heizler, Matthew T.",heizler|mt,NA,Heizler,Matthew,T
,,,1647,"Hendrixson, Brent E.",NA,NA,Hendrixson,Brent,E
,,,490,"Hennessy, E.",hennessy|e,NA,Hennessy,E,NA
,,,491,"Heptinstall, E A",heptinstall|e,NA,Heptinstall,E,A
,,,1548,"Hernandez-Saz, J.",NA,NA,Hernandez-Saz,J,NA
,,,492,"Hertweck, Kate L.",hertweck|kl,NA,Hertweck,Kate,L
,,,493,"Hettler, J F",hettler|j,NA,Hettler,J,F
,,,1491,"Heuberger, Stefan",NA,NA,Heuberger,Stefan,NA
,,,494,"Hevesi, J.",hevesi|j,NA,Hevesi,J,NA
,,,495,"Hickin, A S",hickin|a,NA,Hickin,A,S
,,,1432,"Higuera, Philip E.",NA,NA,Higuera,Philip,E
,,,497,"Hillman, A.",hillman|a,NA,Hillman,A,NA
,,,498,"Hine, A.",hine|a,NA,Hine,A,NA
,,,1587,"Hinz, Nick",NA,NA,Hinz,Nick,NA
,,,1598,"Hinze, William J.",NA,NA,Hinze,William,J
,,,500,"Hirsh, H.",hirsh|h,NA,Hirsh,H,NA
,,,501,"Hnatyshin, D.",hnatyshin|d,NA,Hnatyshin,D,NA
,,,502,"Hocquard, C.",hocquard|c,NA,Hocquard,C,NA
,,,504,"Hofer, R.",hofer|r,NA,Hofer,R,NA
,,,505,"Hofstra, A H",hofstra|a,NA,Hofstra,A,H
,,,1724,"Hogan, Christopher J.",NA,NA,Hogan,Christopher,J
,,,506,"Hogan, D E",hogan|d,NA,Hogan,D,E
,,,1534,"Holguin, Sarah",NA,NA,Holguin,Sarah,NA
,,,507,"Holland, M. S P",holland|ms,NA,Holland,M,S P
,,,508,"Holm-Denoma, C S",holmdenoma|c,NA,Holm-Denoma,C,S
,,,509,"Holsopple, A R",holsopple|a,NA,Holsopple,A,R
,,,510,"Holtkamp, C.",holtkamp|c,NA,Holtkamp,C,NA
,,,511,"Homan, D M",homan|d,NA,Homan,D,M
,,,512,"Honsberger, I.",honsberger|i,NA,Honsberger,I,NA
,,,513,"Hool, A.",hool|a,NA,Hool,A,NA
,,,514,"Hoos, A.",hoos|a,NA,Hoos,A,NA
,,,515,"Hornuf, L.",hornuf|l,NA,Hornuf,L,NA
,,,1740,"Horowitz, Frank",NA,NA,Horowitz,Frank,NA
,"Fixed to be last, first jr",,594,"Horton, J W Jr",jr|jh,Jr,Horton,J,W
,Looked up and completed name to check it's not a duplicate,,516,"Horton, John D.",horton|j,NA,Horton,John,D
,,,518,"Hotchkiss, E.",hotchkiss|e,NA,Hotchkiss,E,NA
,,,521,"Hou, C Y",hou|c,NA,Hou,C,Y
,,,522,"Hou, H.",hou|h,NA,Hou,H,NA
,,,523,"Hou, T.",hou|t,NA,Hou,T,NA
,,,1652,"Hou, Zengqian",NA,NA,Hou,Zengqian,NA
,,,519,"Hough, S E",hough|s,NA,Hough,S,E
1,"This is an accented e, no seeming duplicates",,520,"Houlé, M.",houl|m,NA,Houlé,M,NA
,,,524,"Hsieh, P Y",hsieh|p,NA,Hsieh,P,Y
,,,1702,"Hu, Xie",NA,NA,Hu,Xie,NA
,,,1689,"Hu, Xinqi",NA,NA,Hu,Xinqi,NA
,,,525,"Huang, J.",huang|j,NA,Huang,J,NA
,,,526,"Huang, Q.",huang|q,NA,Huang,Q,NA
,,,1533,"Hubbard, Aaron",NA,NA,Hubbard,Aaron,NA
,,,527,"Hubbard, Angie K.",hubbard|ak,NA,Hubbard,Angie,K
,,,528,"Hubbart, J A",hubbart|j,NA,Hubbart,J,A
,,,531,"Hudak, G J",hudak|g,NA,Hudak,G,J
,,,532,"Hudson, A M",hudson|a,NA,Hudson,A,M
,,,533,"Hudson, M R",hudson|m,NA,Hudson,M,R
,,,535,"Hui, J.",hui|j,NA,Hui,J,NA
,,,1437,"Hundey, Beth",NA,NA,Hundey,Beth,NA
,,,536,"Hung, Rita Elena Fereira",hung|ref,Fereira,Hung,Rita,Elena
,,,538,"Hurley, Paul K.",hurley|pk,NA,Hurley,Paul,K
,,,539,"Hurley, W.",hurley|w,NA,Hurley,W,NA
,,,540,"Hurtig, Nicole C.",hurtig|nc,NA,Hurtig,Nicole,C
,,,541,"Husic, A.",husic|a,NA,Husic,A,NA
,,,542,"Husson, J M",husson|j,NA,Husson,J,M
,,,543,"Huston, D L",huston|d,NA,Huston,D,L
1,"This is two accented e, no seeming duplicates",,544,"Hyot, Bérangère",hyot|b,NA,Hyot,Bérangère,NA
,,,1518,"Ibrahim, Mohammad",NA,NA,Ibrahim,Mohammad,NA
,,,545,"Iddir, Hakim",iddir|h,NA,Iddir,Hakim,NA
,,,546,"Idzikowski, C R",idzikowski|c,NA,Idzikowski,C,R
,,,551,"Ikejiri, T.",ikejiri|t,NA,Ikejiri,T,NA
,,,552,"Ilankoon, I.",ilankoon|i,NA,Ilankoon,I,NA
,,,553,"Im, H.",im|h,NA,Im,H,NA
,,,554,"Ingebritsen, S E",ingebritsen|s,NA,Ingebritsen,S,E
,,,556,"Ireland, Robert",ireland|r,NA,Ireland,Robert,NA
,,,557,"Ivanov, A.",ivanov|a,NA,Ivanov,A,NA
,,,1358,"Ivanova, Natalia",NA,NA,Ivanova,Natalia,NA
,,,558,"Iverson, Nels",iverson|n,NA,Iverson,Nels,NA
,,,1623,"Jacob, Kristin",NA,NA,Jacob,Kristin,NA
,,,559,"Jacobs, J E",jacobs|j,NA,Jacobs,J,E
,,,1561,"Jacquemin, Stephen J.",NA,NA,Jacquemin,Stephen,J
,,,560,"Jafta, C J",jafta|c,NA,Jafta,C,J
,,,1400,"Jaganathan, Jayaprakash",NA,NA,Jaganathan,Jayaprakash,NA
,,,561,"Jallouli, H.",jallouli|h,NA,Jallouli,H,NA
,,,563,"Jaroenchai, N.",jaroenchai|n,NA,Jaroenchai,N,NA
1,"This is an accented e, no seeming duplicates",,564,"Jaumé, Steven C.",jaum|sc,NA,Jaumé,Steven,C
,,,565,"Jayasekera, K S",jayasekera|k,NA,Jayasekera,K,S
1,"This is an accented c, no seeming duplicates",,566,"Jean-François, M.",jeanfranois|m,NA,Jean-François,M,NA
,,,567,"Jebrak, M.",jebrak|m,NA,Jebrak,M,NA
,,,569,"Jenkins, J A",jenkins|j,NA,Jenkins,J,A
,,,1610,"Jenks, James F.",NA,NA,Jenks,James,F
,,,571,"Jess, S.",jess|s,NA,Jess,S,NA
,,,1383,"Jia, Nanfei",NA,NA,Jia,Nanfei,NA
,,,574,"Jia, Y.",jia|y,NA,Jia,Y,NA
,,,573,"Jiang, R.",jiang|r,NA,Jiang,R,NA
,,,1680,"Jin, Taeyoung",NA,NA,Jin,Taeyoung,NA
,,1680,1684,"Jin, Tae-young",NA,NA,Jin,Tae-young,NA
,,,575,"Jin, Y.",jin|y,NA,Jin,Y,NA
,,,579,"Joeckel, R M",joeckel|r,NA,Joeckel,R,M
,,,584,"John S. Placyk, Jr",johnsplacyk|j,Jr,Placyk,John,S
,,,586,"John, D A",john|d,NA,John,D,A
,,,581,"Johnson, Christopher",johnson|c,NA,Johnson,Christopher,NA
,,,1375,"Johnson, Craig A.",NA,NA,Johnson,Craig,A
,,,582,"Johnson, K.",johnson|k,NA,Johnson,K,NA
,,,583,"Johnson, T D",johnson|t,NA,Johnson,T,D
,,,585,"Johnstone, S.",johnstone|s,NA,Johnstone,S,NA
,,,587,"Jones, D.",jones|d,NA,Jones,D,NA
,"Fixed to be last, first III",550,549,"Jones, J V III",iii|jj,III,Jones,J,V
,,550,588,"Jones, J.V., I I I",jones|ji,NA,Jones,JV,I I I
,"Fixed to be last, first III",,550,"Jones, James V. III",iii|jvj,III,Jones,James,V
,,,1449,"Jonsson, Par G.",NA,NA,Jonsson,Par,G
,,,589,"Jordan, J S",jordan|j,NA,Jordan,J,S
,,,1732,"Jordan, Teresa E.",NA,NA,Jordan,Teresa,E
,,,590,"Jowitt, Simon M.",jowitt|sm,,Jowitt,Simon,M
,,,597,"Jung, Youngjae",jung|y,NA,Jung,Youngjae,NA
,,,598,"Justman, D M",justman|d,NA,Justman,D,M
,,,601,"Kablan, O A B K",kablan|o,NA,Kablan,O,A B K
,,,604,"Kamo, S L",kamo|s,NA,Kamo,S,L
,,,603,"Kamoske, A G",kamoske|a,NA,Kamoske,A,G
,,,605,"Kampf, S.",kampf|s,NA,Kampf,S,NA
,,,606,"Kane, T J",kane|t,NA,Kane,T,J
,,,607,"Kangas, K W",kangas|k,NA,Kangas,K,W
,,,1466,"Kantiranis, Nikolaos",NA,NA,Kantiranis,Nikolaos,NA
,,,608,"Kappel, W M",kappel|w,NA,Kappel,W,M
,,,609,"Karabelli, D.",karabelli|d,NA,Karabelli,D,NA
1,"This is an accented o, no seeming duplicates",,610,"Karacan, CÖ",karacan|c,NA,Karacan,CÖ,NA
,,,1389,"Karaman, Muhittin",NA,NA,Karaman,Muhittin,NA
,,,1374,"Karl, Susan M.",NA,NA,Karl,Susan,M
,"Fixed to be last,first",,1477,"Karuppasamy, K.",NA,NA,Karuppasamy,K,NA
,,,611,"Katz, Lynn E.",katz|le,NA,Katz,Lynn,E
,,,612,"Keck, B P",keck|b,NA,Keck,B,P
,,,1597,"Keenan, Rodney",NA,NA,Keenan,Rodney,NA
,,,613,"Kelbert, A.",kelbert|a,NA,Kelbert,A,NA
,,,614,"Kelley, K.",kelley|k,NA,Kelley,K,NA
,,,616,"Kelley, Shari",kelley|s,NA,Kelley,Shari,NA
,,,617,"Kellner, E.",kellner|e,NA,Kellner,E,NA
,,,618,"Kemper, J T",kemper|j,NA,Kemper,J,T
,,,619,"Kendall, Jerome J.",kendall|jj,NA,Kendall,Jerome,J
,,,620,"Kendall, Katharine P.",kendall|kp,NA,Kendall,Katharine,P
,,,622,"Keto, D S",keto|d,NA,Keto,D,S
,,,1742,"Khan, Tasnuva Ming",NA,NA,Khan,Tasnuva,Ming
,,,1660,"Kharitonova, Natalya",NA,NA,Kharitonova,Natalya,NA
,,,624,"Khoury, R M",khoury|r,NA,Khoury,R,M
,,,625,"Kiemel, S.",kiemel|s,NA,Kiemel,S,NA
,,,626,"Kienzle, Benjamin A.",kienzle|ba,NA,Kienzle,Benjamin,A
,,,628,"Kim, D.",kim|d,NA,Kim,D,NA
,,,629,"Kim, H.",kim|h,NA,Kim,H,NA
,,,630,"Kim, J.",kim|j,NA,Kim,J,NA
,,,1637,"Kim, Rina",NA,NA,Kim,Rina,NA
,,,631,"Kim, Youngsik",kim|y,NA,Kim,Youngsik,NA
,,,1516,"Kincare, Kevin A.",NA,NA,Kincare,Kevin,A
,,,1514,"Kindratenko, Volodymyr",NA,NA,Kindratenko,Volodymyr,NA
,,,1653,"Kinska, Katarzyna",NA,NA,Kinska,Katarzyna,NA
,,,633,"Kintner, J A",kintner|j,NA,Kintner,J,A
,,,634,"Kirby, Cindie",kirby|c,NA,Kirby,Cindie,NA
,,,635,"Kitlasten, W.",kitlasten|w,NA,Kitlasten,W,NA
,,,636,"Klerner, J.",klerner|j,NA,Klerner,J,NA
,,,637,"Klimko, J.",klimko|j,NA,Klimko,J,NA
,,,638,"Knapp, M A",knapp|m,NA,Knapp,M,A
,,,639,"Knierim, K J",knierim|k,NA,Knierim,K,J
,,,640,"Knight, A C",knight|a,NA,Knight,A,C
,,,641,"Knoblock, Craig A.",knoblock|ca,NA,Knoblock,Craig,A
,,,642,"Knox, R.",knox|r,NA,Knox,R,NA
,,,1438,"Koinig, Karin A.",NA,NA,Koinig,Karin,A
,,,644,"Kolker, A.",kolker|a,NA,Kolker,A,NA
,,,645,"Koller, J.",koller|j,NA,Koller,J,NA
,,,646,"Konuk, Adnan",konuk|a,NA,Konuk,Adnan,NA
,,,1510,"Kooper, Rob",NA,NA,Kooper,Rob,NA
,,,1439,"Kopacek, Jiri",NA,NA,Kopacek,Jiri,NA
,,,647,"Korus, J T",korus|j,NA,Korus,J,T
,,,648,"Koutz, F.",koutz|f,NA,Koutz,F,NA
,,,649,"Kovach-Hammons, A M",kovachhammons|a,NA,Kovach-Hammons,A,M
,,,650,"Koyamparambath, A.",koyamparambath|a,NA,Koyamparambath,A,NA
,,,652,"Kozlowski, A.",kozlowski|a,NA,Kozlowski,A,NA
,,,653,"Kraal, K.",kraal|k,NA,Kraal,K,NA
,,,654,"Krall, L.",krall|l,NA,Krall,L,NA
,,,1513,"Kramer, William",NA,NA,Kramer,William,NA
,,,1657,"Krasnodebska-Ostrega, Beata",NA,NA,Krasnodebska-Ostrega,Beata,NA
,,,655,"Kreiner, Douglas C.",kreiner|dc,NA,Kreiner,Douglas,C
1,"This is an accented i and an accented c, no seeming duplicates",,656,"Krmíček, L.",krmek|l,NA,Krmíček,L,NA
,,,1614,"Krumenacker, L. J.",NA,NA,Krumenacker,L,J
,,,662,"Ku, A Y",ku|a,NA,Ku,A,Y
,,,657,"Kuiper, Y D",kuiper|y,NA,Kuiper,Y,D
,,,658,"Kumar, A.",kumar|a,NA,Kumar,A,NA
,,,659,"Kumar, J.",kumar|j,NA,Kumar,J,NA
,,,660,"Kunath, M.",kunath|m,NA,Kunath,M,NA
,,,661,"Kurup, Parthiv",kurup|p,NA,Kurup,Parthiv,NA
