"","author_id","author_name","canonical_key","extra","last_name","first_name","middle_name","check.accents"
"352",294,"Dietsch, Craig","dietsch|c",NA,"Dietsch","Craig",NA,NA
"353",295,"Dilts, T E","dilts|t",NA,"Dilts","T","E",NA
"354",296,"Ding, S.","ding|s",NA,"Ding","S",NA,NA
"355",1395,"Dissanayake, D. M. D. O. K.",NA,NA,"Dissanayake","D","M D O K",NA
"356",1333,"Doar,William",NA,NA,"Doar,William",NA,NA,NA
"357",1554,"Dodson, Erich Kyle",NA,NA,"Dodson","Erich","Kyle",NA
"358",1618,"Doherty, Kyle D.",NA,NA,"Doherty","Kyle","D",NA
"359",297,"Dong, D T","dong|d",NA,"Dong","D","T",NA
"360",298,"Dong, J.","dong|j",NA,"Dong","J",NA,NA
"361",299,"Dong, Y.","dong|y",NA,"Dong","Y",NA,NA
"362",300,"Dortch, J M","dortch|j",NA,"Dortch","J","M",NA
"363",1594,"Dou, Shiquan",NA,NA,"Dou","Shiquan",NA,NA
"364",301,"Doublier, M.","doublier|m",NA,"Doublier","M",NA,NA
"365",303,"Downs, C.","downs|c",NA,"Downs","C",NA,NA
"366",304,"Dozier, H J","dozier|h",NA,"Dozier","H","J",NA
"367",305,"Drenth, Benjamin J.","drenth|bj",NA,"Drenth","Benjamin","J",NA
"368",306,"Driscoll, J.","driscoll|j",NA,"Driscoll","J",NA,NA
"369",307,"Driscoll, K P","driscoll|k",NA,"Driscoll","K","P",NA
"370",1630,"Du, Debin",NA,NA,"Du","Debin",NA,NA
"371",1643,"Dufek, Eric J.",NA,NA,"Dufek","Eric","J",NA
"372",309,"Dumond, G.","dumond|g",NA,"Dumond","G",NA,NA
"373",310,"Duncan, Jonathan M.","duncan|jm",NA,"Duncan","Jonathan","M",NA
"374",1697,"Dunham-Cheatham, Sarrah M.",NA,NA,"Dunham-Cheatham","Sarrah","M",NA
"375",311,"Dunn, J B","dunn|j",NA,"Dunn","J","B",NA
"376",312,"Dusel-Bacon, C.","duselbacon|c",NA,"Dusel-Bacon","C",NA,NA
"377",313,"Dushyantha, N P","dushyantha|n",NA,"Dushyantha","N","P",NA
"378",314,"Duuring, P.","duuring|p",NA,"Duuring","P",NA,NA
"379",315,"Earney, Tait E.","earney|te",NA,"Earney","Tait","E",NA
"380",316,"Eastman, K A","eastman|k",NA,"Eastman","K","A",NA
"381",317,"Ebel, B A","ebel|b",NA,"Ebel","B","A",NA
"382",318,"Eble, Cortland","eble|c",NA,"Eble","Cortland",NA,NA
"383",1391,"Edirisinghe, P. M.",NA,NA,"Edirisinghe","P","M",NA
"384",320,"Eggert, R.","eggert|r",NA,"Eggert","R",NA,NA
"385",1408,"Ehrenberger, Simone",NA,NA,"Ehrenberger","Simone",NA,NA
"386",321,"Elaloui, E.","elaloui|e",NA,"Elaloui","E",NA,NA
"387",322,"Eleish, A.","eleish|a",NA,"Eleish","A",NA,NA
"388",323,"Elicki, Olaf","elicki|o",NA,"Elicki","Olaf",NA,NA
"389",324,"Elliott, W C","elliott|w",NA,"Elliott","W","C",NA
"390",325,"Ellis, G S","ellis|g",NA,"Ellis","G","S",NA
"391",593,"Ellis, J O Jr","jr|je","Jr","Ellis","J","O",NA
"392",1376,"Ellison, Eric T.",NA,NA,"Ellison","Eric","T",NA
"393",327,"Emond, A.","emond|a",NA,"Emond","A",NA,NA
"394",328,"Emsbo, Poul","emsbo|p",NA,"Emsbo","Poul",NA,NA
"395",329,"Enkelmann, E.","enkelmann|e",NA,"Enkelmann","E",NA,NA
"396",330,"Ennaciri, Y.","ennaciri|y",NA,"Ennaciri","Y",NA,NA
"397",331,"Erber, Nathan","erber|n",NA,"Erber","Nathan",NA,NA
"398",332,"Erdey, László","erdey|l",NA,"Erdey","László",NA,1
"399",333,"Erickson, M L","erickson|m",NA,"Erickson","M","L",NA
"400",335,"Ernst, R E","ernst|r",NA,"Ernst","R","E",NA
"401",336,"Erradi, E M","erradi|e",NA,"Erradi","E","M",NA
"402",337,"Ertons, Melanie L.","ertons|ml",NA,"Ertons","Melanie","L",NA
"403",1606,"Escarguel, Gilles",NA,NA,"Escarguel","Gilles",NA,NA
"404",338,"Espinoza, Luis A. Tercero","espinoza|lat","Tercero ","Espinoza","Luis","A",NA
"405",339,"Essehli, R.","essehli|r",NA,"Essehli","R",NA,NA
"406",340,"Essig, Espree E.","essig|ee",NA,"Essig","Espree","E",NA
"407",341,"Etschmann, B.","etschmann|b",NA,"Etschmann","B",NA,NA
"408",342,"Ettensohn, F R","ettensohn|f",NA,"Ettensohn","F","R",NA
"409",343,"Eurich, A.","eurich|a",NA,"Eurich","A",NA,NA
"410",344,"Evans, Anna","evans|a",NA,"Evans","Anna",NA,NA
"411",345,"Evans, B R","evans|b",NA,"Evans","B","R",NA
"412",346,"Ewing, R.","ewing|r",NA,"Ewing","R",NA,NA
"413",347,"Eyster, A.","eyster|a",NA,"Eyster","A",NA,NA
"414",349,"Fame, M L","fame|m",NA,"Fame","M","L",NA
"415",1707,"Fanelli, Rosemary M.",NA,NA,"Fanelli","Rosemary","M",NA
"416",1688,"Fang, Daren",NA,NA,"Fang","Daren",NA,NA
"417",1641,"Fang, Zongtang",NA,NA,"Fang","Zongtang",NA,NA
"418",1605,"Fara, Emmanuel",NA,NA,"Fara","Emmanuel",NA,NA
"419",1624,"Farmer, G. Lang",NA,NA,"Farmer","G","Lang",NA
"420",350,"Farrar, A.","farrar|a",NA,"Farrar","A",NA,NA
"421",351,"Faruk, M U","faruk|m",NA,"Faruk","M","U",NA
"422",1580,"Faulkner, Mindy",NA,NA,"Faulkner","Mindy",NA,NA
"423",352,"Favaro, F.","favaro|f",NA,"Favaro","F",NA,NA
"424",353,"Favero, A.","favero|a",NA,"Favero","A",NA,NA
"425",354,"Felch, M M","felch|m",NA,"Felch","M","M",NA
"426",355,"Feng, L.","feng|l",NA,"Feng","L",NA,NA
"427",356,"Fenyves, Veronika","fenyves|v",NA,"Fenyves","Veronika",NA,NA
"428",223,"Ferguson, Christina L.","cl|f",NA,"Ferguson","Christina","L",NA
"429",358,"Ferrer, Mateus Meneghetti","ferrer|mm",NA,"Ferrer","Mateus","Meneghetti",NA
"430",359,"Fessenden, Serena N.","fessenden|sn",NA,"Fessenden","Serena","N",NA
"431",360,"Fewell, J S","fewell|j",NA,"Fewell","J","S",NA
"432",361,"Figueroa, Rodrigo T.","figueroa|rt",NA,"FIGUEROA","RODRIGO","T",NA
"433",362,"Fikru, M G","fikru|m",NA,"Fikru","M","G",NA
"434",363,"Finn, C A","finn|c",NA,"Finn","C","A",NA
"435",364,"Fisher, B N","fisher|b",NA,"Fisher","B","N",NA
"436",365,"Fisher, R N","fisher|r",NA,"Fisher","R","N",NA
"437",366,"Fisher, S R","fisher|s",NA,"Fisher","S","R",NA
"438",367,"Fitzgerald, Paul G.","fitzgerald|pg",NA,"Fitzgerald","Paul","G",NA
"439",1339,"Fitzpatrick, W. A.",NA,NA,"Fitzpatrick","W","A",NA
"440",368,"Fleischer, N A","fleischer|n",NA,"Fleischer","N","A",NA
"441",1418,"Fleischmann, Claudia",NA,NA,"Fleischmann","Claudia",NA,NA
"442",1709,"Fleming, Brandon J.",NA,NA,"Fleming","Brandon","J",NA
"443",369,"Fleming, S.","fleming|s",NA,"Fleming","S",NA,NA
"444",370,"Flores, P.","flores|p",NA,"Flores","P",NA,NA
"445",371,"Flowers, R M","flowers|r",NA,"Flowers","R","M",NA
"446",372,"Foley, N.","foley|n",NA,"Foley","N",NA,NA
"447",373,"Folsom, M.","folsom|m",NA,"Folsom","M",NA,NA
"448",1364,"Ford, Arianne",NA,NA,"Ford","Arianne",NA,NA
"449",374,"Forte, A M","forte|a",NA,"Forte","A","M",NA
"450",375,"Fortier, Steven M.","fortier|sm",NA,"Fortier","Steven","M",NA
"451",377,"Fox, Katherine","fox|k",NA,"Fox","Katherine",NA,NA
"452",378,"Fox, S J","fox|s",NA,"Fox","S","J",NA
"453",379,"Fox, Thomas R.","fox|tr",NA,"Fox","Thomas","R",NA
"454",1500,"France-Lanord, Christian",NA,NA,"France-Lanord","Christian",NA,NA
"455",1621,"Frazer, Ryan E.",NA,NA,"Frazer","Ryan","E",NA
"456",380,"Freed, D E","freed|d",NA,"Freed","D","E",NA
"457",381,"Freeman, P.","freeman|p",NA,"Freeman","P",NA,NA
"458",1568,"Frenzel, Max",NA,NA,"Frenzel","Max",NA,NA
"459",382,"Frost, Dan","frost|d",NA,"Frost","Dan",NA,NA
"460",383,"Frost, T.","frost|t",NA,"Frost","T",NA,NA
"461",384,"Frus, R.","frus|r",NA,"Frus","R",NA,NA
"462",1560,"Fuelling, Lauren J.",NA,NA,"Fuelling","Lauren","J",NA
"463",1617,"Fule, Peter Z.",NA,NA,"Fule","Peter","Z",NA
"464",1733,"Fulton, Patrick M.",NA,NA,"Fulton","Patrick","M",NA
"465",385,"Funk, J A","funk|j",NA,"Funk","J","A",NA
"466",1644,"Fushimi, Rebecca R.",NA,NA,"Fushimi","Rebecca","R",NA
"467",386,"Fusso, L A","fusso|l",NA,"Fusso","L","A",NA
"468",442,"Gürsoy, Yaşar Hakan","grsoy|yh",NA,"Gürsoy","Yaşar","Hakan",1
"469",443,"Gürsu, Semih","grsu|s",NA,"Gürsu","Semih",NA,1
"470",388,"Gadd, M G","gadd|m",NA,"Gadd","M","G",NA
"471",1451,"Gadikota, Greeshma",NA,NA,"Gadikota","Greeshma",NA,NA
"472",389,"Gale, M H","gale|m",NA,"Gale","M","H",NA
"473",1490,"Galfetti, Thomas",NA,NA,"Galfetti","Thomas",NA,NA
"474",1549,"Gallardo, J.M.",NA,NA,"Gallardo","JM",NA,NA
"475",390,"Gallen, S F","gallen|s",NA,"Gallen","S","F",NA
"476",391,"Gannon, Ian M.","gannon|im",NA,"Gannon","Ian","M",NA
"477",392,"Gantait, A.","gantait|a",NA,"Gantait","A",NA,NA
"478",1435,"Ganz, Taylor",NA,NA,"Ganz","Taylor",NA,NA
"479",393,"Gao, Jinghan","gao|j",NA,"Gao","Jinghan",NA,NA
"480",1407,"Gao, Jungang",NA,NA,"Gao","Jungang",NA,NA
"481",1385,"Gao, Xiangyun",NA,NA,"Gao","Xiangyun",NA,NA
"482",1646,"Garcia, Erika L.",NA,NA,"Garcia","Erika","L",NA
"483",1540,"Garcia, Jordan Sleyter Santa Cruz",NA,NA,"Garcia","Jordan","Sleyter Santa Cruz",NA
"484",394,"Garcia, Juan","garcia|j",NA,"Garcia","Juan",NA,NA
"485",395,"Gardner, James E.","gardner|je",NA,"Gardner","James","E",NA
"486",396,"Gardner, W P","gardner|w",NA,"Gardner","W","P",NA
"487",397,"Garg, R D","garg|r",NA,"Garg","R","D",NA
"488",398,"Garg, S.","garg|s",NA,"Garg","S",NA,NA
"489",399,"Gaschnig, R.","gaschnig|r",NA,"Gaschnig","R",NA,NA
"490",400,"Gaucher, Eric C.","gaucher|ec",NA,"Gaucher","Eric","C",NA
"491",401,"Gautham, B. P.","gautham|bp",NA,"Gautham","B","P",NA
"492",402,"Gavel, Michelle M.","gavel|mm",NA,"Gavel","Michelle","M",NA
"493",403,"Gaydardzhiev, Stoyan","gaydardzhiev|s",NA,"Gaydardzhiev","Stoyan",NA,NA
"494",404,"Gaynor, Sean P.","gaynor|sp",NA,"Gaynor","Sean","P",NA
"495",1625,"Ge, Jianping",NA,NA,"Ge","Jianping",NA,NA
"496",405,"Gelman, S E","gelman|s",NA,"Gelman","S","E",NA
"497",406,"Gentilcore, D M","gentilcore|d",NA,"Gentilcore","D","M",NA
"498",407,"Georgi, J.","georgi|j",NA,"Georgi","J",NA,NA
"499",408,"Gerven, Tom Van","gerven|tv",NA,"Gerven","Tom","Van",NA
"500",409,"Getch, J.","getch|j",NA,"Getch","J",NA,NA
"501",410,"Geyin, M.","geyin|m",NA,"Geyin","M",NA,NA
"502",411,"Ghere, C.","ghere|c",NA,"Ghere","C",NA,NA
"503",412,"Ghienne, Jean-François","ghienne|j",NA,"Ghienne","Jean-François",NA,1
"504",413,"Ghorbani, Y.","ghorbani|y",NA,"Ghorbani","Y",NA,NA
"505",414,"Ghosh, S.","ghosh|s",NA,"Ghosh","S",NA,NA
"506",415,"Giarrusso, A.","giarrusso|a",NA,"Giarrusso","A",NA,NA
"507",416,"Gibson, C.","gibson|c",NA,"Gibson","C",NA,NA
"508",417,"Gilmer, A K","gilmer|a",NA,"Gilmer","A","K",NA
"509",418,"Gim, Jihyeon","gim|j",NA,"Gim","Jihyeon",NA,NA
"510",419,"Girault, F.","girault|f",NA,"Girault","F",NA,NA
"511",420,"Gity, Farzan","gity|f",NA,"Gity","Farzan",NA,NA
"512",421,"Glen, Jonathan M G","glen|jm",NA,"Glen","Jonathan","M G",NA
"513",422,"Gnann, S J","gnann|s",NA,"Gnann","S","J",NA
"514",1342,"Gnesda, William R",NA,NA,"Gnesda","William","R",NA
"515",1552,"Goeking, Sara A",NA,NA,"Goeking","Sara","A",NA
"516",423,"Gohlke, Julia M.","gohlke|jm",NA,"Gohlke","Julia","M",NA
"517",424,"Goldberg, S L","goldberg|s",NA,"Goldberg","S","L",NA
"518",1564,"Gomes, Diego Guilherme Costa",NA,"Costa","Gomes","Diego","Guilherme",NA
"519",1536,"Gomes, Jailane De Sousa","","De Sousa","Gomes","Jailane",NA,NA
"520",425,"Gonçalves, A N","gonalves|a",NA,"Gonçalves","A","N",1
"521",426,"Gond, R.","gond|r",NA,"Gond","R",NA,NA
"522",1412,"Gonzalez, Susana Garcia",NA,NA,"Gonzalez","Susana","Garcia",NA
"523",427,"Gonzalez-Alvarez, I.","gonzalezalvarez|i",NA,"Gonzalez-Alvarez","I",NA,NA
"524",1713,"Goodling, Phillip J.",NA,NA,"Goodling","Phillip","J",NA
"525",428,"Gootman, K S","gootman|k",NA,"Gootman","K","S",NA
"526",1608,"Goudemand, Nicolas",NA,NA,"Goudemand","Nicolas",NA,NA
"527",1521,"Gowda, Prasanna H.",NA,NA,"Gowda","Prasanna","H",NA
"528",430,"Graedel, T.","graedel|t",NA,"Graedel","T",NA,NA
"529",431,"Graf, Roberta","graf|r",NA,"Graf","Roberta",NA,NA
"530",432,"Graham, Garth E.","graham|ge",NA,"Graham","Garth","E",NA
"531",1645,"Graham, Matthew R.",NA,NA,"Graham","Matthew","R",NA
"532",433,"Granitto, M.","granitto|m",NA,"Granitto","M",NA,NA
"533",434,"Grauch, V. J. S.","grauch|vjs",NA,"Grauch","V","J S",NA
"534",435,"Graybeal, F.","graybeal|f",NA,"Graybeal","F",NA,NA
"535",436,"Graymer, R.","graymer|r",NA,"Graymer","R",NA,NA
"536",437,"Grazioli, S.","grazioli|s",NA,"Grazioli","S",NA,NA
"537",439,"Grigg, J.","grigg|j",NA,"Grigg","J",NA,NA
"538",1501,"Groppo, Chiara",NA,NA,"Groppo","Chiara",NA,NA
"539",1362,"Gross, Juliane",NA,NA,"Gross","Juliane",NA,NA
"540",440,"Grover, Henry","grover|h",NA,"Grover","Henry",NA,NA
"541",441,"Groves, D I","groves|d",NA,"Groves","D","I",NA
"542",1730,"Guo, Qing",NA,NA,"Guo","Qing",NA,NA
"543",1544,"Guo, Yongmei",NA,NA,"GUO","Yongmei",NA,NA
"544",1496,"Gupta, Tushar",NA,NA,"Gupta","Tushar",NA,NA
"545",444,"Gustafson, J O","gustafson|j",NA,"Gustafson","J","O",NA
"546",1693,"Gustin, Mae Sexauer",NA,NA,"Gustin","Mae","Sexauer",NA
"547",445,"Guzman, M A","guzman|m",NA,"Guzman","M","A",NA
"548",446,"Guzmics, Tibor","guzmics|t",NA,"Guzmics","Tibor",NA,NA
"549",447,"Gyawu, E.","gyawu|e",NA,"Gyawu","E",NA,NA
"550",448,"Gysi, Alexander P.","gysi|ap",NA,"Gysi","Alexander","P",NA
"551",449,"Habib, K.","habib|k",NA,"Habib","K",NA,NA
"552",450,"Haeussler, P J","haeussler|p",NA,"Haeussler","P","J",NA
"553",451,"Hakim, A Y A","hakim|a",NA,"Hakim","A","Y A",NA
"554",452,"Hale, K E","hale|k",NA,"Hale","K","E",NA
"555",453,"Hale, T N","hale|t",NA,"Hale","T","N",NA
"556",454,"Hall, S.","hall|s",NA,"Hall","S",NA,NA
"557",1602,"Hallock, Pamela",NA,NA,"Hallock","Pamela",NA,NA
"558",455,"Hamed, Y.","hamed|y",NA,"Hamed","Y",NA,NA
"559",1670,"Hamedani, Saleheh A. Nabavi",NA,NA,"Hamedani","Saleheh","A Nabavi",NA
"560",456,"Hamisi, J.","hamisi|j",NA,"Hamisi","J",NA,NA
"561",458,"Hammarstrom, Jane M.","hammarstrom|jm",NA,"Hammarstrom","Jane","M",NA
"562",459,"Hammond, J C","hammond|j",NA,"Hammond","J","C",NA
"563",464,"Han, Jinhyup","han|j",NA,"Han","Jinhyup",NA,NA
"564",465,"Han, T.","han|t",NA,"Han","T",NA,NA
"565",460,"Haneberg, W C","haneberg|w",NA,"Haneberg","W","C",NA
"566",461,"Hanghøj, K.","hanghj|k",NA,"Hanghøj","K",NA,1
"567",462,"Hanna, Heather","hanna|h",NA,"Hanna","Heather",NA,NA
"568",463,"Hannington, Mark D.","hannington|md",NA,"Hannington","Mark","D",NA
"569",1483,"Haque, Nawshad",NA,NA,"Haque","Nawshad",NA,NA
"570",1711,"Hardesty, Deanna",NA,NA,"Hardesty","Deanna",NA,NA
"571",467,"Hardman, Alice","hardman|a",NA,"Hardman","Alice",NA,NA
"572",468,"Harpold, A.","harpold|a",NA,"Harpold","A",NA,NA
"573",1332,"Harris, M. Scott",NA,NA,"Harris","M","Scott",NA
"574",469,"Harrison, H N","harrison|h",NA,"Harrison","H","N",NA
"575",470,"Harrison, J.","harrison|j",NA,"Harrison","J",NA,NA
"576",471,"Hartings, M R","hartings|m",NA,"Hartings","M","R",NA
"577",473,"Hartzell, S.","hartzell|s",NA,"Hartzell","S",NA,NA
"578",474,"Harvey, David A.","harvey|da",NA,"Harvey","David","A",NA
"579",1478,"Hassan-Beck, Haitem",NA,NA,"Hassan-Beck","Haitem",NA,NA
"580",475,"Hauchecorne, Pauline","hauchecorne|p",NA,"Hauchecorne","Pauline",NA,NA
"581",1612,"Hautmann, Michael",NA,NA,"Hautmann","Michael",NA,NA
"582",476,"Hawbaker, T.","hawbaker|t",NA,"Hawbaker","T",NA,NA
"583",1734,"Hawkins, Adam J.",NA,NA,"Hawkins","Adam","J",NA
"584",1354,"Hawkins, Steph",NA,NA,"Hawkins","Steph",NA,NA
"585",477,"Hawksley, C.","hawksley|c",NA,"Hawksley","C",NA,NA
"586",478,"Hayes, S.","hayes|s",NA,"Hayes","S",NA,NA
"587",479,"Hazen, R M","hazen|r",NA,"Hazen","R","M",NA
"588",1726,"Hazra, Biplab",NA,NA,"Hazra","Biplab",NA,NA
"589",1436,"Heard, Andi",NA,NA,"Heard","Andi",NA,NA
"590",481,"Hearon, J S","hearon|j",NA,"Hearon","J","S",NA
"591",482,"Heck, Richard J.","heck|rj",NA,"Heck","Richard","J",NA
"592",484,"Hede, A N H","hede|a",NA,"Hede","A","N H",NA
"593",485,"Hedrick, G.","hedrick|g",NA,"Hedrick","G",NA,NA
"594",486,"Hegeman, P.","hegeman|p",NA,"Hegeman","P",NA,NA
"595",488,"Heitmuller, F T","heitmuller|f",NA,"Heitmuller","F","T",NA
"596",489,"Heizler, Matthew T.","heizler|mt",NA,"Heizler","Matthew","T",NA
"597",1647,"Hendrixson, Brent E.",NA,NA,"Hendrixson","Brent","E",NA
"598",490,"Hennessy, E.","hennessy|e",NA,"Hennessy","E",NA,NA
"599",491,"Heptinstall, E A","heptinstall|e",NA,"Heptinstall","E","A",NA
"600",1548,"Hernandez-Saz, J.",NA,NA,"Hernandez-Saz","J",NA,NA
"601",492,"Hertweck, Kate L.","hertweck|kl",NA,"Hertweck","Kate","L",NA
"602",493,"Hettler, J F","hettler|j",NA,"Hettler","J","F",NA
"603",1491,"Heuberger, Stefan",NA,NA,"Heuberger","Stefan",NA,NA
"604",494,"Hevesi, J.","hevesi|j",NA,"Hevesi","J",NA,NA
"605",495,"Hickin, A S","hickin|a",NA,"Hickin","A","S",NA
"606",496,"Hickman, John B.","hickman|jb",NA,"Hickman","John","B",NA
"607",1432,"Higuera, Philip E.",NA,NA,"Higuera","Philip","E",NA
"608",497,"Hillman, A.","hillman|a",NA,"Hillman","A",NA,NA
"609",498,"Hine, A.","hine|a",NA,"Hine","A",NA,NA
"610",1587,"Hinz, Nick",NA,NA,"Hinz","Nick",NA,NA
"611",1598,"Hinze, William J.",NA,NA,"Hinze","William","J",NA
"612",500,"Hirsh, H.","hirsh|h",NA,"Hirsh","H",NA,NA
"613",501,"Hnatyshin, D.","hnatyshin|d",NA,"Hnatyshin","D",NA,NA
"614",502,"Hocquard, C.","hocquard|c",NA,"Hocquard","C",NA,NA
"615",503,"Hoefen, T M","hoefen|t",NA,"Hoefen","T","M",NA
"616",504,"Hofer, R.","hofer|r",NA,"Hofer","R",NA,NA
"617",505,"Hofstra, A H","hofstra|a",NA,"Hofstra","A","H",NA
"618",1724,"Hogan, Christopher J.",NA,NA,"Hogan","Christopher","J",NA
"619",506,"Hogan, D E","hogan|d",NA,"Hogan","D","E",NA
"620",1534,"Holguin, Sarah",NA,NA,"Holguin","Sarah",NA,NA
"621",507,"Holland, M. S P","holland|ms",NA,"Holland","M","S P",NA
"622",508,"Holm-Denoma, C S","holmdenoma|c",NA,"Holm-Denoma","C","S",NA
"623",509,"Holsopple, A R","holsopple|a",NA,"Holsopple","A","R",NA
"624",510,"Holtkamp, C.","holtkamp|c",NA,"Holtkamp","C",NA,NA
"625",511,"Homan, D M","homan|d",NA,"Homan","D","M",NA
"626",512,"Honsberger, I.","honsberger|i",NA,"Honsberger","I",NA,NA
"627",513,"Hool, A.","hool|a",NA,"Hool","A",NA,NA
"628",514,"Hoos, A.","hoos|a",NA,"Hoos","A",NA,NA
"629",515,"Hornuf, L.","hornuf|l",NA,"Hornuf","L",NA,NA
"630",1740,"Horowitz, Frank",NA,NA,"Horowitz","Frank",NA,NA
"631",595,"Horton, J. W. Jr","jr|jwh","Jr","Horton","J","W",NA
"632",517,"Horton, R J","horton|r",NA,"Horton","R","J",NA
"633",518,"Hotchkiss, E.","hotchkiss|e",NA,"Hotchkiss","E",NA,NA
"634",521,"Hou, C Y","hou|c",NA,"Hou","C","Y",NA
"635",522,"Hou, H.","hou|h",NA,"Hou","H",NA,NA
"636",523,"Hou, T.","hou|t",NA,"Hou","T",NA,NA
"637",1652,"Hou, Zengqian",NA,NA,"Hou","Zengqian",NA,NA
"638",519,"Hough, S E","hough|s",NA,"Hough","S","E",NA
"639",520,"Houlé, M.","houl|m",NA,"Houlé","M",NA,1
"640",524,"Hsieh, P Y","hsieh|p",NA,"Hsieh","P","Y",NA
"641",1702,"Hu, Xie",NA,NA,"Hu","Xie",NA,NA
"642",1689,"Hu, Xinqi",NA,NA,"Hu","Xinqi",NA,NA
"643",525,"Huang, J.","huang|j",NA,"Huang","J",NA,NA
"644",526,"Huang, Q.","huang|q",NA,"Huang","Q",NA,NA
"645",1533,"Hubbard, Aaron",NA,NA,"Hubbard","Aaron",NA,NA
"646",527,"Hubbard, Angie K.","hubbard|ak",NA,"Hubbard","Angie","K",NA
"647",528,"Hubbart, J A","hubbart|j",NA,"Hubbart","J","A",NA
"648",531,"Hudak, G J","hudak|g",NA,"Hudak","G","J",NA
"649",532,"Hudson, A M","hudson|a",NA,"Hudson","A","M",NA
"650",533,"Hudson, M R","hudson|m",NA,"Hudson","M","R",NA
"651",535,"Hui, J.","hui|j",NA,"Hui","J",NA,NA
"652",1437,"Hundey, Beth",NA,NA,"Hundey","Beth",NA,NA
"653",536,"Hung, Rita Elena Fereira","hung|ref","Fereira","Hung","Rita","Elena",NA
"654",537,"Hunt, R J","hunt|r",NA,"Hunt","R","J",NA
"655",538,"Hurley, Paul K.","hurley|pk",NA,"Hurley","Paul","K",NA
"656",539,"Hurley, W.","hurley|w",NA,"Hurley","W",NA,NA
"657",540,"Hurtig, Nicole C.","hurtig|nc",NA,"Hurtig","Nicole","C",NA
"658",541,"Husic, A.","husic|a",NA,"Husic","A",NA,NA
"659",542,"Husson, J M","husson|j",NA,"Husson","J","M",NA
"660",543,"Huston, D L","huston|d",NA,"Huston","D","L",NA
"661",544,"Hyot, Bérangère","hyot|b",NA,"Hyot","Bérangère",NA,1
"662",1518,"Ibrahim, Mohammad",NA,NA,"Ibrahim","Mohammad",NA,NA
"663",545,"Iddir, Hakim","iddir|h",NA,"Iddir","Hakim",NA,NA
"664",546,"Idzikowski, C R","idzikowski|c",NA,"Idzikowski","C","R",NA
"665",551,"Ikejiri, T.","ikejiri|t",NA,"Ikejiri","T",NA,NA
"666",552,"Ilankoon, I.","ilankoon|i",NA,"Ilankoon","I",NA,NA
"667",553,"Im, H.","im|h",NA,"Im","H",NA,NA
"668",554,"Ingebritsen, S E","ingebritsen|s",NA,"Ingebritsen","S","E",NA
"669",556,"Ireland, Robert","ireland|r",NA,"Ireland","Robert",NA,NA
"670",557,"Ivanov, A.","ivanov|a",NA,"Ivanov","A",NA,NA
"671",1358,"Ivanova, Natalia",NA,NA,"Ivanova","Natalia",NA,NA
"672",558,"Iverson, Nels","iverson|n",NA,"Iverson","Nels",NA,NA
"673",1623,"Jacob, Kristin",NA,NA,"Jacob","Kristin",NA,NA
"674",559,"Jacobs, J E","jacobs|j",NA,"Jacobs","J","E",NA
"675",1561,"Jacquemin, Stephen J.",NA,NA,"Jacquemin","Stephen","J",NA
"676",560,"Jafta, C J","jafta|c",NA,"Jafta","C","J",NA
"677",1400,"Jaganathan, Jayaprakash",NA,NA,"Jaganathan","Jayaprakash",NA,NA
"678",561,"Jallouli, H.","jallouli|h",NA,"Jallouli","H",NA,NA
"679",563,"Jaroenchai, N.","jaroenchai|n",NA,"Jaroenchai","N",NA,NA
"680",564,"Jaumé, Steven C.","jaum|sc",NA,"Jaumé","Steven","C",1
"681",565,"Jayasekera, K S","jayasekera|k",NA,"Jayasekera","K","S",NA
"682",566,"Jean-François, M.","jeanfranois|m",NA,"Jean-François","M",NA,1
"683",567,"Jebrak, M.","jebrak|m",NA,"Jebrak","M",NA,NA
"684",569,"Jenkins, J A","jenkins|j",NA,"Jenkins","J","A",NA
"685",1610,"Jenks, James F.",NA,NA,"Jenks","James","F",NA
"686",570,"Jenni, K E","jenni|k",NA,"Jenni","K","E",NA
"687",571,"Jess, S.","jess|s",NA,"Jess","S",NA,NA
"688",1383,"Jia, Nanfei",NA,NA,"Jia","Nanfei",NA,NA
"689",574,"Jia, Y.","jia|y",NA,"Jia","Y",NA,NA
"690",573,"Jiang, R.","jiang|r",NA,"Jiang","R",NA,NA
"691",1680,"Jin, Taeyoung",NA,NA,"Jin","Taeyoung",NA,NA
"692",575,"Jin, Y.","jin|y",NA,"Jin","Y",NA,NA
"693",579,"Joeckel, R M","joeckel|r",NA,"Joeckel","R","M",NA
"694",584,"John S. Placyk, Jr","johnsplacyk|j","Jr","Placyk","John","S",NA
"695",586,"John, D A","john|d",NA,"John","D","A",NA
"696",580,"Johnsen, Racheal L.","johnsen|rl",NA,"Johnsen","Racheal","L",NA
"697",581,"Johnson, Christopher","johnson|c",NA,"Johnson","Christopher",NA,NA
"698",1375,"Johnson, Craig A.",NA,NA,"Johnson","Craig","A",NA
"699",582,"Johnson, K.","johnson|k",NA,"Johnson","K",NA,NA
"700",1337,"Johnson, Michaela R",NA,NA,"Johnson","Michaela","R",NA
"701",583,"Johnson, T D","johnson|t",NA,"Johnson","T","D",NA
"702",585,"Johnstone, S.","johnstone|s",NA,"Johnstone","S",NA,NA
"703",587,"Jones, D.","jones|d",NA,"Jones","D",NA,NA
"704",550,"Jones, James V. III","iii|jvj","III","Jones","James","V",NA
